,id_usuario,resgate,Ultima_compra,ultimas_compras,numero_ultimas_compras_x,data_impacto,IPT_x,ipt_campanha_x,delta,ipt_impacto_x,delta_resgate_x,IPT_y,ipt_impacto_y,delta_resgate_y,ipt_campanha_y,numero_ultimas_compras_y,delta_ipt,result_rel
0,9323369,2019-05-28T23:30:38.000-03:00,2019-05-25T19:48:53.000-03:00,"02/05/2019,04/05/2019,11/05/2019,11/05/2019,16/05/2019,25/05/2019",6,2019-05-27 00:00:00-03:00,4.6,3,-1.5999999999999996,1,1,4.6,1,1,3,6,0.21739130434782605,0.6521739130434783
1,7759504,2019-05-28T17:31:08.000-03:00,2019-05-25T18:24:51.000-03:00,"03/04/2019,17/04/2019,20/04/2019,22/04/2019,23/05/2019,25/05/2019",6,2019-05-27 00:00:00-03:00,10.4,2,-8.4,1,1,10.4,1,1,2,6,0.09615384615384615,0.1923076923076923
2,1931121,2019-05-27T21:09:38.000-03:00,2019-05-25T20:14:48.000-03:00,"19/04/2019,23/04/2019,07/05/2019,14/05/2019,19/05/2019,25/05/2019",6,2019-05-27 00:00:00-03:00,7.2,2,-5.2,1,0,7.2,1,0,2,6,0.13888888888888884,0.2777777777777778
3,3653146,2019-05-28T17:40:09.000-03:00,2019-05-25T14:58:40.000-03:00,"08/05/2019,24/05/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,8.5,3,-5.5,1,1,8.5,1,1,3,3,0.11764705882352944,0.35294117647058826
4,2570703,2019-05-29T18:59:41.000-03:00,2019-05-25T18:11:04.000-03:00,"07/04/2019,25/05/2019,27/04/2019,04/05/2019,13/05/2019,16/05/2019,22/05/2019",7,2019-05-27 00:00:00-03:00,8.0,4,-4.0,1,2,8.0,1,2,4,7,0.125,0.5
5,8904055,2019-05-28T15:32:06.000-03:00,2019-05-25T17:55:24.000-03:00,"01/04/2019,24/04/2019,06/05/2019,21/05/2019,25/05/2019",5,2019-05-27 00:00:00-03:00,13.5,2,-11.5,1,1,13.5,1,1,2,5,0.07407407407407407,0.14814814814814814
6,8818115,2019-05-27T18:07:59.000-03:00,2019-05-25T17:59:38.000-03:00,"06/04/2019,25/05/2019,07/05/2019,17/04/2019,08/04/2019,09/05/2019,20/04/2019,09/04/2019,13/05/2019,24/04/2019,11/04/2019,21/05/2019,26/04/2019,12/04/2019,22/05/2019,29/04/2019,15/04/2019",17,2019-05-27 00:00:00-03:00,3.0625,2,-1.0625,1,0,3.0625,1,0,2,17,0.326530612244898,0.6530612244897959
7,6323096,2019-05-28T16:23:24.000-03:00,2019-05-25T16:05:15.000-03:00,"16/04/2019,25/05/2019,03/05/2019,11/05/2019,13/05/2019,16/05/2019,23/05/2019",7,2019-05-27 00:00:00-03:00,6.5,3,-3.5,1,1,6.5,1,1,3,7,0.15384615384615385,0.46153846153846156
8,8564867,2019-05-27T15:41:04.000-03:00,2019-05-25T15:23:14.000-03:00,"06/04/2019,30/04/2019,06/05/2019,12/05/2019,20/05/2019,25/05/2019",6,2019-05-27 00:00:00-03:00,9.8,2,-7.800000000000001,1,0,9.8,1,0,2,6,0.10204081632653061,0.2040816326530612
9,131759,2019-05-30T16:05:01.000-03:00,2019-05-25T16:58:13.000-03:00,"18/04/2019,22/04/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,18.5,4,-14.5,1,3,18.5,1,3,4,3,0.05405405405405406,0.21621621621621623
10,4300084,2019-05-27T15:36:28.000-03:00,2019-05-25T22:21:49.000-03:00,"29/03/2019,08/05/2019,02/04/2019,09/05/2019,07/04/2019,22/05/2019,09/04/2019,24/05/2019,23/04/2019,25/05/2019,02/05/2019",11,2019-05-27 00:00:00-03:00,5.7,1,-4.7,1,0,5.7,1,0,1,11,0.17543859649122806,0.17543859649122806
11,8601515,2019-05-29T00:18:27.000-03:00,2019-05-25T21:19:43.000-03:00,"05/04/2019,24/05/2019,09/05/2019,10/04/2019,25/05/2019,11/05/2019,10/04/2019,16/05/2019,12/04/2019,18/05/2019,20/04/2019,22/05/2019,05/05/2019",13,2019-05-27 00:00:00-03:00,4.166666666666667,3,-1.166666666666667,1,2,4.166666666666667,1,2,3,13,0.24,0.72
12,5049727,2019-05-30T16:57:23.000-03:00,2019-05-25T14:45:51.000-03:00,"02/04/2019,10/04/2019,12/04/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,17.666666666666668,5,-12.666666666666668,1,3,17.666666666666668,1,3,5,4,0.05660377358490565,0.2830188679245283
13,2862683,2019-05-27T18:39:50.000-03:00,2019-05-25T15:57:43.000-03:00,"05/04/2019,25/05/2019,27/04/2019,13/04/2019,03/05/2019,15/04/2019,04/05/2019,18/04/2019,08/05/2019,23/04/2019,10/05/2019,25/04/2019",12,2019-05-27 00:00:00-03:00,4.545454545454546,2,-2.545454545454546,1,0,4.545454545454546,1,0,2,12,0.21999999999999997,0.43999999999999995
14,1558901,2019-05-28T18:17:03.000-03:00,2019-05-25T19:14:12.000-03:00,"03/04/2019,08/05/2019,08/04/2019,18/05/2019,10/04/2019,25/05/2019,16/04/2019,24/04/2019,04/05/2019",9,2019-05-27 00:00:00-03:00,6.5,2,-4.5,1,1,6.5,1,1,2,9,0.15384615384615385,0.3076923076923077
15,6343876,2019-05-27T21:29:05.000-03:00,2019-05-25T22:47:30.000-03:00,"27/04/2019,08/05/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,14.0,1,-13.0,1,0,14.0,1,0,1,3,0.0714285714285714,0.07142857142857142
16,4396251,2019-05-27T19:21:07.000-03:00,2019-05-25T23:54:38.000-03:00,"31/03/2019,18/05/2019,03/04/2019,25/05/2019,05/04/2019,03/05/2019,09/05/2019,12/05/2019",8,2019-05-27 00:00:00-03:00,7.857142857142857,1,-6.857142857142857,1,0,7.857142857142857,1,0,1,8,0.12727272727272732,0.1272727272727273
17,1770100,2019-05-29T23:41:46.000-03:00,2019-05-25T17:11:07.000-03:00,"01/04/2019,25/05/2019,20/04/2019,01/05/2019,02/05/2019,05/05/2019,10/05/2019",7,2019-05-27 00:00:00-03:00,9.0,4,-5.0,1,2,9.0,1,2,4,7,0.11111111111111116,0.4444444444444444
18,1976811,2019-05-27T15:40:50.000-03:00,2019-05-25T17:22:07.000-03:00,"30/03/2019,08/04/2019,13/04/2019,10/05/2019,16/05/2019,25/05/2019",6,2019-05-27 00:00:00-03:00,11.2,1,-10.2,1,0,11.2,1,0,1,6,0.0892857142857143,0.08928571428571429
19,9136566,2019-05-28T16:16:16.000-03:00,2019-05-25T16:18:30.000-03:00,"18/04/2019,26/04/2019,20/05/2019,22/05/2019,25/05/2019",5,2019-05-27 00:00:00-03:00,9.25,2,-7.25,1,1,9.25,1,1,2,5,0.10810810810810811,0.21621621621621623
20,1611581,2019-05-28T15:24:49.000-03:00,2019-05-25T18:12:48.000-03:00,"14/05/2019,15/05/2019,17/05/2019,23/05/2019,25/05/2019",5,2019-05-27 00:00:00-03:00,2.75,2,-0.75,1,1,2.75,1,1,2,5,0.36363636363636365,0.7272727272727273
21,7095726,2019-05-29T16:10:14.000-03:00,2019-05-25T21:58:22.000-03:00,"05/04/2019,25/05/2019,03/05/2019,08/04/2019,06/05/2019,09/04/2019,11/05/2019,15/04/2019,15/05/2019,26/04/2019,17/05/2019,01/05/2019",12,2019-05-27 00:00:00-03:00,4.545454545454546,3,-1.5454545454545459,1,2,4.545454545454546,1,2,3,12,0.21999999999999997,0.6599999999999999
22,4027516,2019-05-28T17:20:46.000-03:00,2019-05-25T18:37:54.000-03:00,"29/03/2019,12/05/2019,06/04/2019,16/05/2019,11/04/2019,25/05/2019,21/04/2019,29/04/2019,05/05/2019",9,2019-05-27 00:00:00-03:00,7.125,2,-5.125,1,1,7.125,1,1,2,9,0.14035087719298245,0.2807017543859649
23,7946574,2019-05-29T15:42:07.000-03:00,2019-05-25T17:28:21.000-03:00,"02/04/2019,21/04/2019,17/05/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,17.666666666666668,3,-14.666666666666668,1,2,17.666666666666668,1,2,3,4,0.05660377358490565,0.16981132075471697
24,8453199,2019-05-29T22:30:46.000-03:00,2019-05-25T21:22:14.000-03:00,"05/04/2019,15/05/2019,13/04/2019,25/05/2019,17/04/2019,22/04/2019,23/04/2019,29/04/2019",8,2019-05-27 00:00:00-03:00,7.142857142857143,4,-3.1428571428571432,1,2,7.142857142857143,1,2,4,8,0.14,0.5599999999999999
25,5053860,2019-05-27T16:36:06.000-03:00,2019-05-25T17:38:34.000-03:00,"29/03/2019,30/04/2019,07/04/2019,09/05/2019,08/04/2019,12/05/2019,13/04/2019,17/05/2019,27/04/2019,25/05/2019,28/04/2019",11,2019-05-27 00:00:00-03:00,5.7,1,-4.7,1,0,5.7,1,0,1,11,0.17543859649122806,0.17543859649122806
26,6779772,2019-05-29T23:18:33.000-03:00,2019-05-25T21:28:16.000-03:00,"06/04/2019,27/04/2019,17/05/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,16.333333333333332,4,-12.333333333333332,1,2,16.333333333333332,1,2,4,4,0.061224489795918324,0.2448979591836735
27,5762590,2019-05-29T23:17:33.000-03:00,2019-05-25T16:13:57.000-03:00,"11/04/2019,04/05/2019,10/05/2019,15/05/2019,17/05/2019,25/05/2019",6,2019-05-27 00:00:00-03:00,8.8,4,-4.800000000000001,1,2,8.8,1,2,4,6,0.11363636363636365,0.45454545454545453
28,6575708,2019-05-28T17:55:01.000-03:00,2019-05-25T20:33:57.000-03:00,"15/04/2019,17/05/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,20.0,2,-18.0,1,1,20.0,1,1,2,3,0.050000000000000044,0.1
29,1428007,2019-05-29T21:19:07.000-03:00,2019-05-25T14:57:02.000-03:00,"30/03/2019,27/04/2019,23/05/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,18.666666666666668,4,-14.666666666666668,1,2,18.666666666666668,1,2,4,4,0.0535714285714286,0.21428571428571427
30,9140155,2019-05-27T21:13:35.000-03:00,2019-05-25T20:15:44.000-03:00,"18/04/2019,25/05/2019,27/04/2019,30/04/2019,05/05/2019,14/05/2019,24/05/2019",7,2019-05-27 00:00:00-03:00,6.166666666666667,2,-4.166666666666667,1,0,6.166666666666667,1,0,2,7,0.16216216216216217,0.3243243243243243
31,5713167,2019-05-30T17:28:30.000-03:00,2019-05-25T22:56:27.000-03:00,"03/05/2019,08/05/2019,12/05/2019,23/05/2019,25/05/2019",5,2019-05-27 00:00:00-03:00,5.5,4,-1.5,1,3,5.5,1,3,4,5,0.18181818181818177,0.7272727272727273
32,8937372,2019-05-29T22:36:35.000-03:00,2019-05-25T00:04:46.000-03:00,"03/04/2019,10/04/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,26.0,4,-22.0,1,2,26.0,1,2,4,3,0.038461538461538436,0.15384615384615385
33,8245916,2019-05-27T16:07:04.000-03:00,2019-05-25T17:28:24.000-03:00,"01/04/2019,17/04/2019,09/05/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,18.0,1,-17.0,1,0,18.0,1,0,1,4,0.05555555555555558,0.05555555555555555
34,7962525,2019-05-28T19:43:57.000-03:00,2019-05-25T20:36:11.000-03:00,"16/04/2019,10/05/2019,18/04/2019,11/05/2019,20/04/2019,21/05/2019,24/04/2019,25/05/2019,26/04/2019,09/05/2019",10,2019-05-27 00:00:00-03:00,4.333333333333333,2,-2.333333333333333,1,1,4.333333333333333,1,1,2,10,0.23076923076923084,0.46153846153846156
35,3212802,2019-05-27T21:30:04.000-03:00,2019-05-25T16:09:19.000-03:00,"30/03/2019,02/05/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,28.0,2,-26.0,1,0,28.0,1,0,2,3,0.0357142857142857,0.07142857142857142
36,1623093,2019-05-27T20:28:52.000-03:00,2019-05-25T17:15:29.000-03:00,"28/03/2019,29/04/2019,29/03/2019,10/05/2019,12/04/2019,18/05/2019,19/04/2019,21/05/2019,24/04/2019,25/05/2019,27/04/2019",11,2019-05-27 00:00:00-03:00,5.8,2,-3.8,1,0,5.8,1,0,2,11,0.1724137931034483,0.3448275862068966
37,6947195,2019-05-27T13:49:24.000-03:00,2019-05-25T17:11:42.000-03:00,"29/03/2019,25/05/2019,05/04/2019,12/04/2019,26/04/2019,07/05/2019,10/05/2019",7,2019-05-27 00:00:00-03:00,9.5,1,-8.5,1,0,9.5,1,0,1,7,0.10526315789473684,0.10526315789473684
38,1432798,2019-05-27T15:33:38.000-03:00,2019-05-25T16:33:13.000-03:00,"06/04/2019,06/05/2019,09/04/2019,15/05/2019,22/04/2019,20/05/2019,24/04/2019,25/05/2019,26/04/2019,03/05/2019",10,2019-05-27 00:00:00-03:00,5.444444444444445,1,-4.444444444444445,1,0,5.444444444444445,1,0,1,10,0.18367346938775508,0.18367346938775508
39,8119362,2019-05-27T23:41:25.000-03:00,2019-05-25T00:24:40.000-03:00,"29/03/2019,20/05/2019,06/05/2019,17/04/2019,02/04/2019,22/05/2019,07/05/2019,22/04/2019,04/04/2019,25/05/2019,09/05/2019,23/04/2019,09/04/2019,13/05/2019,27/04/2019,12/04/2019,16/05/2019,30/04/2019,15/04/2019",19,2019-05-27 00:00:00-03:00,3.1666666666666665,2,-1.1666666666666665,1,0,3.1666666666666665,1,0,2,19,0.3157894736842105,0.6315789473684211
40,9516221,2019-05-27T19:19:27.000-03:00,2019-05-25T01:03:40.000-03:00,"03/04/2019,10/05/2019,11/04/2019,11/05/2019,16/04/2019,17/05/2019,23/04/2019,21/05/2019,27/04/2019,25/05/2019,02/05/2019",11,2019-05-27 00:00:00-03:00,5.2,2,-3.2,1,0,5.2,1,0,2,11,0.1923076923076923,0.3846153846153846
41,3183619,2019-05-27T16:25:48.000-03:00,2019-05-25T17:31:56.000-03:00,"30/03/2019,13/05/2019,22/04/2019,02/04/2019,14/05/2019,23/04/2019,08/04/2019,17/05/2019,29/04/2019,09/04/2019,25/05/2019,07/05/2019,15/04/2019,11/05/2019,20/04/2019",15,2019-05-27 00:00:00-03:00,4.0,1,-3.0,1,0,4.0,1,0,1,15,0.25,0.25
42,5877444,2019-05-30T14:46:26.000-03:00,2019-05-25T16:16:05.000-03:00,"04/04/2019,18/05/2019,13/04/2019,25/05/2019,16/04/2019,28/04/2019,30/04/2019,11/05/2019",8,2019-05-27 00:00:00-03:00,7.285714285714286,4,-3.2857142857142856,1,3,7.285714285714286,1,3,4,8,0.13725490196078427,0.5490196078431373
43,3257059,2019-05-29T16:49:33.000-03:00,2019-05-25T14:04:09.000-03:00,"28/04/2019,13/05/2019,22/05/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,9.0,4,-5.0,1,2,9.0,1,2,4,4,0.11111111111111116,0.4444444444444444
44,7178514,2019-05-28T16:59:17.000-03:00,2019-05-25T15:40:14.000-03:00,"21/04/2019,25/05/2019,01/05/2019,05/05/2019,07/05/2019,12/05/2019,16/05/2019",7,2019-05-27 00:00:00-03:00,5.666666666666667,3,-2.666666666666667,1,1,5.666666666666667,1,1,3,7,0.17647058823529416,0.5294117647058824
45,8688591,2019-05-30T19:11:15.000-03:00,2019-05-25T19:53:10.000-03:00,"09/04/2019,18/04/2019,22/04/2019,22/05/2019,25/05/2019",5,2019-05-27 00:00:00-03:00,11.5,4,-7.5,1,3,11.5,1,3,4,5,0.08695652173913049,0.34782608695652173
46,2047741,2019-05-27T15:55:09.000-03:00,2019-05-25T23:06:35.000-03:00,"03/04/2019,25/04/2019,30/04/2019,24/05/2019,25/05/2019",5,2019-05-27 00:00:00-03:00,13.0,1,-12.0,1,0,13.0,1,0,1,5,0.07692307692307687,0.07692307692307693
47,6105749,2019-05-27T14:18:39.000-03:00,2019-05-25T14:11:19.000-03:00,"09/05/2019,20/05/2019,24/05/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,5.333333333333333,2,-3.333333333333333,1,0,5.333333333333333,1,0,2,4,0.1875,0.375
48,3374220,2019-05-27T20:18:28.000-03:00,2019-05-25T19:28:26.000-03:00,"13/04/2019,25/04/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,21.0,2,-19.0,1,0,21.0,1,0,2,3,0.04761904761904767,0.09523809523809523
49,166363,2019-05-30T18:42:35.000-03:00,2019-05-25T16:59:00.000-03:00,"02/05/2019,16/05/2019,17/05/2019,24/05/2019,25/05/2019",5,2019-05-27 00:00:00-03:00,5.75,5,-0.75,1,3,5.75,1,3,5,5,0.17391304347826086,0.8695652173913043
50,7471556,2019-05-27T22:51:37.000-03:00,2019-05-25T17:19:38.000-03:00,"05/04/2019,05/05/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,25.0,2,-23.0,1,0,25.0,1,0,2,3,0.040000000000000036,0.08
51,4618398,2019-05-27T22:18:14.000-03:00,2019-05-25T15:54:30.000-03:00,"29/03/2019,24/05/2019,01/04/2019,25/05/2019,11/04/2019,15/04/2019,25/04/2019,24/05/2019",8,2019-05-27 00:00:00-03:00,8.142857142857142,2,-6.142857142857142,1,0,8.142857142857142,1,0,2,8,0.1228070175438597,0.2456140350877193
52,8221871,2019-05-29T23:25:42.000-03:00,2019-05-25T18:21:17.000-03:00,"18/05/2019,24/05/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,3.5,4,0.5,1,2,3.5,1,2,4,3,0.2857142857142857,1.1428571428571428
53,8838013,2019-05-28T19:52:12.000-03:00,2019-05-25T18:26:51.000-03:00,"01/04/2019,16/05/2019,10/04/2019,25/05/2019,13/04/2019,30/04/2019,02/05/2019,12/05/2019",8,2019-05-27 00:00:00-03:00,7.714285714285714,3,-4.714285714285714,1,1,7.714285714285714,1,1,3,8,0.12962962962962965,0.3888888888888889
54,9162993,2019-05-30T17:49:46.000-03:00,2019-05-25T17:15:11.000-03:00,"20/04/2019,09/05/2019,17/05/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,11.666666666666666,5,-6.666666666666666,1,3,11.666666666666666,1,3,5,4,0.08571428571428574,0.4285714285714286
55,8595512,2019-05-30T17:11:14.000-03:00,2019-05-25T18:29:14.000-03:00,"09/04/2019,25/05/2019,10/04/2019,20/04/2019,21/04/2019,07/05/2019,11/05/2019",7,2019-05-27 00:00:00-03:00,7.666666666666667,4,-3.666666666666667,1,3,7.666666666666667,1,3,4,7,0.13043478260869568,0.5217391304347826
56,4473805,2019-05-27T17:47:31.000-03:00,2019-05-25T16:53:12.000-03:00,"03/04/2019,14/05/2019,22/05/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,17.333333333333332,2,-15.333333333333332,1,0,17.333333333333332,1,0,2,4,0.05769230769230771,0.11538461538461539
57,4473805,2019-05-27T17:47:31.000-03:00,2019-05-25T16:53:12.000-03:00,"03/04/2019,14/05/2019,22/05/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,17.333333333333332,2,-15.333333333333332,1,0,17.333333333333332,1,0,1,5,0.05769230769230771,0.057692307692307696
58,4473805,2019-05-28T18:44:07.000-03:00,2019-05-27T17:55:50.000-03:00,"03/04/2019,14/05/2019,22/05/2019,25/05/2019,27/05/2019",5,2019-05-27 00:00:00-03:00,17.333333333333332,1,-16.333333333333332,1,0,17.333333333333332,1,0,2,4,0.05769230769230771,0.11538461538461539
59,4473805,2019-05-28T18:44:07.000-03:00,2019-05-27T17:55:50.000-03:00,"03/04/2019,14/05/2019,22/05/2019,25/05/2019,27/05/2019",5,2019-05-27 00:00:00-03:00,17.333333333333332,1,-16.333333333333332,1,0,17.333333333333332,1,0,1,5,0.05769230769230771,0.057692307692307696
60,3033168,2019-05-28T17:07:54.000-03:00,2019-05-25T16:45:09.000-03:00,"29/03/2019,11/05/2019,11/04/2019,23/05/2019,16/04/2019,25/05/2019,20/04/2019,02/05/2019,06/05/2019",9,2019-05-27 00:00:00-03:00,7.125,3,-4.125,1,1,7.125,1,1,3,9,0.14035087719298245,0.42105263157894735
61,2295298,2019-05-30T17:30:54.000-03:00,2019-05-25T17:14:58.000-03:00,"30/04/2019,08/05/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,12.5,5,-7.5,1,3,12.5,1,3,5,3,0.07999999999999996,0.4
62,3921382,2019-05-29T16:31:06.000-03:00,2019-05-25T15:47:51.000-03:00,"04/04/2019,11/05/2019,07/04/2019,12/05/2019,20/04/2019,14/05/2019,27/04/2019,25/05/2019,28/04/2019,05/05/2019",10,2019-05-27 00:00:00-03:00,5.666666666666667,4,-1.666666666666667,1,2,5.666666666666667,1,2,4,10,0.17647058823529416,0.7058823529411764
63,4715820,2019-05-27T16:24:57.000-03:00,2019-05-25T18:01:39.000-03:00,"31/03/2019,05/05/2019,06/04/2019,11/05/2019,09/04/2019,22/05/2019,17/04/2019,23/05/2019,21/04/2019,25/05/2019,29/04/2019",11,2019-05-27 00:00:00-03:00,5.5,1,-4.5,1,0,5.5,1,0,1,11,0.18181818181818177,0.18181818181818182
64,6701400,2019-05-27T15:40:47.000-03:00,2019-05-25T16:01:05.000-03:00,"10/04/2019,25/05/2019,11/04/2019,17/04/2019,29/04/2019,06/05/2019,13/05/2019",7,2019-05-27 00:00:00-03:00,7.5,1,-6.5,1,0,7.5,1,0,1,7,0.1333333333333333,0.13333333333333333
65,4092919,2019-05-28T17:39:56.000-03:00,2019-05-25T16:56:56.000-03:00,"23/04/2019,18/05/2019,19/05/2019,20/05/2019,25/05/2019",5,2019-05-27 00:00:00-03:00,8.0,3,-5.0,1,1,8.0,1,1,3,5,0.125,0.375
66,8945175,2019-05-30T17:00:36.000-03:00,2019-05-25T18:25:54.000-03:00,"08/04/2019,25/05/2019,13/04/2019,15/04/2019,20/04/2019,30/04/2019,11/05/2019",7,2019-05-27 00:00:00-03:00,7.833333333333333,4,-3.833333333333333,1,3,7.833333333333333,1,3,4,7,0.12765957446808507,0.5106382978723405
67,1575032,2019-05-27T20:54:07.000-03:00,2019-05-25T18:21:54.000-03:00,"30/03/2019,16/04/2019,02/04/2019,23/04/2019,04/04/2019,07/05/2019,09/04/2019,21/05/2019,13/04/2019,25/05/2019,15/04/2019",11,2019-05-27 00:00:00-03:00,5.6,2,-3.5999999999999996,1,0,5.6,1,0,2,11,0.1785714285714286,0.35714285714285715
68,4547872,2019-05-29T15:56:07.000-03:00,2019-05-25T15:49:29.000-03:00,"30/03/2019,11/05/2019,13/04/2019,25/05/2019,20/04/2019,24/04/2019,27/04/2019,04/05/2019",8,2019-05-27 00:00:00-03:00,8.0,4,-4.0,1,2,8.0,1,2,4,8,0.125,0.5
69,6056855,2019-05-30T22:31:14.000-03:00,2019-05-25T14:57:40.000-03:00,"06/04/2019,07/04/2019,19/04/2019,20/04/2019,23/04/2019,25/05/2019",6,2019-05-27 00:00:00-03:00,9.8,5,-4.800000000000001,1,3,9.8,1,3,5,6,0.10204081632653061,0.5102040816326531
70,1434445,2019-05-28T16:15:05.000-03:00,2019-05-25T17:35:52.000-03:00,"05/04/2019,18/04/2019,24/04/2019,29/04/2019,22/05/2019,25/05/2019",6,2019-05-27 00:00:00-03:00,10.0,2,-8.0,1,1,10.0,1,1,2,6,0.09999999999999998,0.2
71,58793,2019-05-28T16:33:58.000-03:00,2019-05-25T18:28:52.000-03:00,"11/05/2019,14/05/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,7.0,2,-5.0,1,1,7.0,1,1,2,3,0.1428571428571429,0.2857142857142857
72,2909853,2019-05-27T16:22:10.000-03:00,2019-05-25T19:06:29.000-03:00,"01/04/2019,15/05/2019,22/04/2019,16/05/2019,25/04/2019,20/05/2019,02/05/2019,22/05/2019,06/05/2019,25/05/2019,14/05/2019",11,2019-05-27 00:00:00-03:00,5.4,1,-4.4,1,0,5.4,1,0,1,11,0.18518518518518512,0.18518518518518517
73,1500175,2019-05-30T16:17:03.000-03:00,2019-05-25T15:11:53.000-03:00,"11/04/2019,25/04/2019,25/04/2019,07/05/2019,25/05/2019",5,2019-05-27 00:00:00-03:00,11.0,5,-6.0,1,3,11.0,1,3,5,5,0.09090909090909094,0.45454545454545453
74,7502882,2019-05-30T20:33:58.000-03:00,2019-05-25T21:06:12.000-03:00,"13/04/2019,13/05/2019,16/05/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,14.0,4,-10.0,1,3,14.0,1,3,4,4,0.0714285714285714,0.2857142857142857
75,5900976,2019-05-28T18:44:44.000-03:00,2019-05-25T18:13:30.000-03:00,"29/03/2019,25/05/2019,10/04/2019,27/04/2019,02/05/2019,03/05/2019,08/05/2019",7,2019-05-27 00:00:00-03:00,9.5,3,-6.5,1,1,9.5,1,1,3,7,0.10526315789473684,0.3157894736842105
76,4388767,2019-05-30T21:52:59.000-03:00,2019-05-25T17:15:29.000-03:00,"06/04/2019,27/04/2019,02/05/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,16.333333333333332,5,-11.333333333333332,1,3,16.333333333333332,1,3,5,4,0.061224489795918324,0.30612244897959184
77,9662390,2019-05-30T15:38:39.000-03:00,2019-05-25T15:28:35.000-03:00,"11/05/2019,17/05/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,7.0,5,-2.0,1,3,7.0,1,3,5,3,0.1428571428571429,0.7142857142857143
78,8110926,2019-05-29T23:03:11.000-03:00,2019-05-25T16:51:25.000-03:00,"27/04/2019,17/05/2019,25/05/2019",3,2019-05-27 00:00:00-03:00,14.0,4,-10.0,1,2,14.0,1,2,4,3,0.0714285714285714,0.2857142857142857
79,7745723,2019-05-29T22:43:03.000-03:00,2019-05-25T16:11:27.000-03:00,"13/04/2019,24/05/2019,26/04/2019,25/05/2019,06/05/2019,10/05/2019,13/05/2019,22/05/2019",8,2019-05-27 00:00:00-03:00,6.0,4,-2.0,1,2,6.0,1,2,4,8,0.16666666666666663,0.6666666666666666
80,4343749,2019-05-29T16:30:50.000-03:00,2019-05-25T15:25:59.000-03:00,"01/04/2019,03/05/2019,08/04/2019,07/05/2019,12/04/2019,16/05/2019,16/04/2019,25/05/2019,29/04/2019,01/05/2019",10,2019-05-27 00:00:00-03:00,6.0,4,-2.0,1,0,6.0,1,0,4,10,0.16666666666666663,0.6666666666666666
81,4343749,2019-05-29T16:30:50.000-03:00,2019-05-25T15:25:59.000-03:00,"01/04/2019,03/05/2019,08/04/2019,07/05/2019,12/04/2019,16/05/2019,16/04/2019,25/05/2019,29/04/2019,01/05/2019",10,2019-05-27 00:00:00-03:00,6.0,4,-2.0,1,0,6.0,1,0,2,10,0.16666666666666663,0.3333333333333333
82,4343749,2019-05-27T19:11:56.000-03:00,2019-05-25T15:25:59.000-03:00,"01/04/2019,03/05/2019,08/04/2019,07/05/2019,12/04/2019,16/05/2019,16/04/2019,25/05/2019,29/04/2019,01/05/2019",10,2019-05-27 00:00:00-03:00,6.0,2,-4.0,1,0,6.0,1,0,4,10,0.16666666666666663,0.6666666666666666
83,4343749,2019-05-27T19:11:56.000-03:00,2019-05-25T15:25:59.000-03:00,"01/04/2019,03/05/2019,08/04/2019,07/05/2019,12/04/2019,16/05/2019,16/04/2019,25/05/2019,29/04/2019,01/05/2019",10,2019-05-27 00:00:00-03:00,6.0,2,-4.0,1,0,6.0,1,0,2,10,0.16666666666666663,0.3333333333333333
84,5542422,2019-05-28T17:12:58.000-03:00,2019-05-25T19:43:00.000-03:00,"29/03/2019,04/04/2019,30/04/2019,25/05/2019",4,2019-05-27 00:00:00-03:00,19.0,2,-17.0,1,1,19.0,1,1,2,4,0.052631578947368474,0.10526315789473684
85,6739416,2019-05-29T16:41:52.000-03:00,2019-05-25T17:03:29.000-03:00,"16/04/2019,25/05/2019,02/05/2019,04/05/2019,11/05/2019,16/05/2019,23/05/2019",7,2019-05-27 00:00:00-03:00,6.5,3,-3.5,1,2,6.5,1,2,3,7,0.15384615384615385,0.46153846153846156
